대상,상품
 사업자로써 사업자 대출을 받는 경우를 이용해 내 집 구매 자금으로 활용할 사람들은 이 대출 상품을 이용할 것이다.,621
 주거 안정을 위해 집을 구매하려는 사람들은 내집마련디딤돌대출을 이용할 것이다.,621
 낮은 금리와 유연한 대출한도로 인해 대출금리 부담을 줄여 내집마련을 할 수 있는 사람들은 이 대출상품을 이용할 것이다.,621
 부동산 시장이 안정되어 원하는 가격에 내 집을 구매하려는 사람들은 이 대출상품을 이용할 것이다.,621
자영업자로서 사업 확장을 위해 자금이 필요한 사람,622
 근로자이지만 신용이 양호하지 않아 은행 대출이 어려운 사람,622
 소상공인으로서 재고를 구매하기 위해 자금을 필요로 하는 사람,622
 개인사업을 운영하며 자금이 부족한 사람,622
 추가 경비가 발생하여 급하게 자금을 마련해야 하는 사람,622
채무 조정을 받고 있는 사람들,623
 대출금액이 1500만원 이하인 사람들,623
0~,623
 희망사다리론 상품에 관심이 있는 사람들,623
 대출한도가 1500만원 이내인 사람들,623
금융 취약 계층에 속하는 사람들,624
 자금이 긴급하게 필요한 사람들,624
 소액의 금전을 필요로 하는 사람들,624
 신용이 낮아서 다른 대출 상품을 이용하지 못하는 사람들,624
 비상시에 금전적인 도움이 필요한 사람들,624
청년 창업에 관심이 있는 사람들,625
 중소기업을 운영하려는 사람들,625
 창업 자금이 필요한 사람들,625
 경제활성화를 위해 창업을 고려하는 사람들,625
 연금 수입이 있는 연금소득자,626
 금리가 상대적으로 높은 대출에도 흥미가 있는 사람,626
 비교적 낮은 대출한도에도 필요한 금액을 대출하고자 하는 사람,626
 신용이 낮아서 일반적인 대출 상품을 이용하기 어려운 사람들,627
 금리가 상대적으로 높은 대출 상품을 이용할 수 밖에 없는 사람들,627
 대출 금액이 큰 필요가 있는 사람들,627
 채무 조정이 필요한 상황이 있는 사람들,627
 업종에 관계없이 경영 안정을 필요로 하는 사업자들,628
 대출 상품에 대한 자세한 설명 없이 대출을 받기를 원하는 사람들,628
 경영 자금이 필요한 사업을 운영하는 사람들,628
 최대 7000만 원까지의 자금을 대출받고자 하는 사람들,628
직업 훈련을 받고 있는 학생들,629
 근로자로서 일하고 있지만 소득이 적은 사람들,629
 자기 계발을 위해 추가적인 교육을 받고 싶은 사람들,629
 일시적인 소득 부족으로 인해 생계비에 어려움을 겪고 있는 사람들,629
 경제적으로 어려움을 겪고 있는 소득 하위 계층의 사람들,629
근로소득과 사업소득이 있는 사람들,630
 부동산 투자나 사업 확장 등을 위해 자금이 필요한 사람들,630
 금리가 낮은 상품을 선호하는 사람들,630
 대출을 통해 좀 더 큰 금액을 필요로 하는 사람들,630
 수익을 공유하는 방식에 흥미를 느끼는 사람들,630
개인신용평점이 낮은 사람들,631
 대출 한도가 1000만원 이하인 사람들,631
경제적으로 안정적인 근로자,632
 사업을 진행하고 있는 사업자,632
 연금 수령자,632
 금융 상품에 대한 이해도가 높은 소비자,632
 비교적 높은 금리에도 대출을 필요로 하는 사람,632
 대표자 개인신용평점이 낮은 사업주,633
 대출금리를 협약금리로 받고 싶은 사업주,633
 보증한도 산정방법에 따라 대출한도를 원하는 사업주,633
 중저신용 소상공인 지원을 받고자 하는 사업주,633
근로자인 사람들 중 급여 수준이 낮아 생활 안정 자금이 필요한 사람들,634
 비상금이 부족하여 갑작스러운 경제적인 어려움에 빠질 수 있는 사람들,634
 급여로 생활비를 충분히 지출하지 못하는 사람들,634
 소액으로 급해하는 생활비에 대출이 필요한 사람들,634
 급전이 필요하지만 대출 상품에 대한 세부 설명을 요구하지 않는 사람들,634
신용점수가 낮고 창업을 계획하고 있는 사업자,635
 금융적으로 취약한 계층에 속한 사업자,635
 운영자금이 필요한 창업 초기 사업자,635
 경제적으로 어려움을 겪고 있는 사업자,635
 대출한도가 200만원 이하인 사업자,635
 연소득이 3500만원 이하인 사람들,636
 현재 사업을 운영하고 있는 사업자들,636
 농림어업을 직업으로 가지고 있는 사람들,636
 현금 필요한 사업자나 농림어업인들,636
소상공인 업종을 운영하는 사람들,637
 경영 안정을 위해 자금이 필요한 사람들,637
 대출 상품의 최대 금액인 7000만원 이하의 금액이 필요한 사람들,637
 저금리인 2%의 금리를 원하는 사람들,637
 기업규모에 제한이 없는 사람들,637
 개인회생 절차를 거친 사람들,638
채무를 감당하기 힘들어하는 사람들,638
 높은 금리를 감수하더라도 대출로 채무를 해결하고자 하는 사람들,638
 대출 한도가 700만 원인 상품을 이용하고자 하는 사람들,638
 개인회생 관련 상품을 이용해 채무 조정 및 개선을 목표로 하는 사람들,638
 대출한도가 7000만원 이하인 사람들,639
대학생이거나 청년인 사람들,639
 전세대출을 필요로 하는 사람들,639
 낮은 금리로 대출을 받고 싶은 사람들,639
 다른 상품 설명이 없는 간편한 대출을 원하는 사람들,639
채무 조정을 받은 사람으로서 다양한 경제적 어려움을 겪은 사람들,640
 경제적으로 취약한 지원금 수급자들,640
 소득이 적어 금전적인 어려움을 겪고 있는 저소득층,640
 대출 한도를 총 1500만원까지 받을 수 있는 사람들,640
 금리가 상대적으로 낮은 대출상품을 찾고 있는 사람들,640
은퇴를 앞둔 근로자 중에서 주택 구매를 위해 자금이 부족한 사람들.,641
 사업을 시작하려는 사업자 중에서 창업 자금이 필요한 사람들.,641
" 부동산 투자를 하려는 사람들로서, 전세금을 마련하기 위한 자금이 필요한 경우",641
 집을 리모델링하거나 확장하는 등의 부동산 개선을 위해 자금이 필요한 사람들.,641
 긴급한 상황에서 당면한 구매나 지출에 대응하기 위해 급히 자금을 마련해야하는 사람들.,641
근로자 중 월세로 거주하고 있는 젊은 사람들,642
 사업자이지만 월세로 거주하고 있는 청년,642
 청년 기혼자로서 월세로 거주 중인 사람들,642
 청년으로서 독립하고자 하는 사람들,642
 월세로 거주하는 사람들 중 청년일 수록 월세 부담이 높아지는 사람들,642
소상공인으로 등록되어 있는 사람들,643
 성장을 원하는 사업체 또는 창업을 희망하는 사람들,643
 자금이 부족하여 사업확장이 어려운 사람들,643
 소상공인 대출에 관심이 있는 사람들,643
 낮은 금리를 통해 대출을 받아 경제적인 이점을 얻고자 하는 사람들,643
채무가 있는 사람들 중 LH공사의 행복론 상품을 통해 채무를 조정하고자 하는 사람들,644
 대출한도를 최대로 활용하고 싶은 사람들,644
 다른 상품과 비교해서 LH공사의 행복론 상품을 선택하려는 사람들,644
" 15,000,000원까지의 대출 금액이 필요한 사람들",644
경영 개선을 목적으로 하는 소상공인들,645
 개인 신용평점이 744점 이하인 소상공인들,645
 창업 자금이 필요한 사업자들,645
 금융 소외계층에 속하는 사업자들,645
 특별 지원 자금이 필요한 소상공인들,645
채무조정 신청을 한 경험이 있는 사람,646
 경기도에 거주하는 사람,646
 금리가 낮은 대출을 찾는 사람,646
 금융기관에서 대출한도를 1500만 원까지 받을 수 있는 사람,646
 경제적으로 어려운 상황에 있는 사람,646
 경영중인 소상공인들,647
 기업을 확장하고자 하는 소상공인들,647
 창업 특례 혜택을 받고자 하는 사업자들,647
안정적인 직장을 가진 근로자,648
 비교적 높은 소득을 가진 근로자,648
 금융회사에 대출 신용이 좋은 근로자,648
 금융회사의 자체 심사에 통과한 근로자,648
 한 번에 큰 금액을 대출 받을 필요가 있는 근로자,648
 작은 금액의 대출이 필요한 사람들,649
 높은 금리에도 관심이 있는 사람들,649
 300000000원 이하의 대출이 필요한 사람들,649
 상품에 대한 자세한 설명을 원하지 않는 사람들,649
근로자이며 추가 자금이 필요한 사람,650
 사업을 진행 중인 사업자로서 자금이 필요한 사람,650
 소상공인으로서 자금 조달이 필요한 사람,650
 기타 자격이 있는 사람으로서 자금이 필요한 사람,650
 금융회사의 자체 심사를 통해 대출을 받고 싶은 사람,650
소상공인 중에서 급하게 재정적으로 어려움을 겪고 있는 사람들,651
 소상공인으로서 현재 경영 안정을 유지하고 확장을 위해 자금이 필요한 사람들,651
 대출 상품의 금리가 낮아 경영 안정 자금을 저렴하게 빌리고 싶은 사람들,651
 최대 대출 금액이 7000만원으로 큰 자금이 필요한 사람들,651
 경영 안정 자금을 이용하여 기업을 운영하고 비즈니스를 성장시키고자 하는 사람들,651
개인신용평점이 낮아서 일반적인 금융사가 대출해주지 않는 사람,652
 평소에 금전적으로 어려움을 겪고 있는 사람,652
 금전적으로 성공적인 취업을 할 수 있는 사람,652
 소액의 금전적 지원이 필요한 사람,652
근로자이면서 부동산에 관심이 많은 사람들,653
 사업자로서 현재 매출이 호조인 사람들,653
 부동산 투자를 고려하고 있는 사람들,653
 자금이 부족한데 부동산 투자를 하고 싶은 사람들,653
 대출 상품의 손익공유 형태에 관심이 있는 사람들,653
"사업을 하고 있는 사람들: 사업자, 소상공인",654
 신용이 어느 정도 있는 사람들: 7 ~ 10등급,654
 대출 금리가 중요시되는 사람들: 금리가 4%인 상품을 찾는 사람들,654
 상대적으로 작은 금액의 대출을 필요로 하는 사람들: 대출 한도가 1천만 원인 상품을 찾는 사람들,654
" 금융적인 어려움으로 인해 도전적인 자금이 필요한 사람들: ""재도전특별자금""을 찾는 사람들",654
사업을 진행하고 있는 사업자,655
 농업이나 농림어업을 하고 있는 사람,655
 연소득이 3500만원 이하인 사람,655
 기존의 대출을 대환하고자 하는 사람,655
 적절한 금리로 대출을 받고 싶은 사람,655
소득이 낮거나 금전적으로 어려움을 겪는 사람들,656
 금융기관에서 대출 심사가 어려운 사람들,656
 자금조달이 어려운 사업자 또는 자영업자,656
채무를 조정하고자 하는 사람들,657
 신용회복이 필요한 사람들,657
 전세자금 보증을 받고자 하는 사람들,657
 금융기관 대출 상품에 대한 정보가 없는 사람들,657
 최대 3천만원까지의 대출 한도를 필요로 하는 사람들,657
창업을 위해 자금이 필요한 소상공인들,658
 창업 초기에 자금이 부족한 사업주들,658
 경영 안정을 위해 자금을 확보하고자 하는 창업자들,658
 소상공인으로서 성장을 원하는 사업주들,658
비상금 상품을 이용할 것 같은 근로자,659
 비상금 상품을 이용할 것 같은 사업자,659
 비상금 상품을 이용할 것 같은 소상공인,659
 비상금 상품을 이용할 것 같은 주부,659
 비상금 상품을 이용할 것 같은 청년,659
근로자 중 임금이 감소한 사람들,660
